OrderID,OrderLineID,DateKey,CustomerKey,ProductKey,StoreKey,Quantity,UnitPrice,UnitCost,DiscountPct,GrossAmount,DiscountAmount,NetAmount,TotalCost
10021,10021-14,20220104,141,14,1,5,35,15.86,0.0,175,0.0,175.0,79.3
10022,10022-12,20220104,191,12,2,4,79,50.76,0.0,316,0.0,316.0,203.04
10022,10022-13,20220104,191,13,2,6,12,7.3,0.15,72,10.8,61.2,43.8
10022,10022-1,20220104,191,1,2,5,1299,641.23,0.05,6495,324.75,6170.25,3206.15
10023,10023-21,20220104,102,21,2,3,79,43.68,0.05,237,11.85,225.15,131.04
10023,10023-11,20220104,102,11,2,2,449,181.91,0.15,898,134.7,763.3,363.82
10024,10024-2,20220104,76,2,2,3,999,637.04,0.0,2997,0.0,2997.0,1911.12
10024,10024-10,20220104,76,10,2,1,599,345.63,0.1,599,59.9,539.1,345.63
10025,10025-5,20220105,20,5,1,6,499,219.06,0.0,2994,0.0,2994.0,1314.36
10025,10025-16,20220105,20,16,1,7,120,53.5,0.0,840,0.0,840.0,374.5
10025,10025-17,20220105,20,17,1,3,45,21.42,0.2,135,27.0,108.0,64.26
10025,10025-2,20220105,20,2,1,7,999,637.04,0.1,6993,699.3,6293.7,4459.28
10026,10026-7,20220105,89,7,2,5,29,12.02,0.0,145,0.0,145.0,60.1
10027,10027-8,20220105,163,8,2,4,49,30.21,0.0,196,0.0,196.0,120.84
10028,10028-11,20220105,97,11,1,5,449,181.91,0.15,2245,336.75,1908.25,909.55
10029,10029-11,20220105,54,11,2,2,449,181.91,0.1,898,89.8,808.2,363.82
10029,10029-17,20220105,54,17,2,2,45,21.42,0.0,90,0.0,90.0,42.84
10029,10029-5,20220105,54,5,2,5,499,219.06,0.2,2495,499.0,1996.0,1095.3
10030,10030-15,20220105,164,15,5,5,8,3.56,0.0,40,0.0,40.0,17.8
10030,10030-11,20220105,164,11,5,2,449,181.91,0.0,898,0.0,898.0,363.82
10031,10031-21,20220105,195,21,3,6,79,43.68,0.0,474,0.0,474.0,262.08
10031,10031-4,20220105,195,4,3,4,799,439.18,0.0,3196,0.0,3196.0,1756.72
10032,10032-4,20220105,121,4,3,6,799,439.18,0.0,4794,0.0,4794.0,2635.08
10032,10032-12,20220105,121,12,3,7,79,50.76,0.0,553,0.0,553.0,355.32
10033,10033-20,20220105,21,20,1,6,59,27.9,0.05,354,17.7,336.3,167.4
10033,10033-13,20220105,21,13,1,7,12,7.3,0.0,84,0.0,84.0,51.1
10033,10033-9,20220105,21,9,1,3,89,48.97,0.0,267,0.0,267.0,146.91
10033,10033-15,20220105,21,15,1,6,8,3.56,0.0,48,0.0,48.0,21.36
10034,10034-11,20220105,6,11,1,6,449,181.91,0.0,2694,0.0,2694.0,1091.46
10035,10035-10,20220105,83,10,1,5,599,345.63,0.0,2995,0.0,2995.0,1728.15
10035,10035-18,20220105,83,18,1,6,99,52.59,0.0,594,0.0,594.0,315.54
10035,10035-15,20220105,83,15,1,7,8,3.56,0.0,56,0.0,56.0,24.92
10035,10035-1,20220105,83,1,1,2,1299,641.23,0.0,2598,0.0,2598.0,1282.46
10036,10036-14,20220105,178,14,1,7,35,15.86,0.0,245,0.0,245.0,111.02
10037,10037-4,20220105,61,4,2,2,799,439.18,0.0,1598,0.0,1598.0,878.36
10038,10038-3,20220106,149,3,2,4,1099,640.72,0.0,4396,0.0,4396.0,2562.88
10039,10039-20,20220106,114,20,3,4,59,27.9,0.1,236,23.6,212.4,111.6
10040,10040-3,20220106,81,3,3,2,1099,640.72,0.0,2198,0.0,2198.0,1281.44
10041,10041-17,20220106,40,17,2,7,45,21.42,0.0,315,0.0,315.0,149.94
10042,10042-10,20220106,59,10,1,7,599,345.63,0.0,4193,0.0,4193.0,2419.41
10043,10043-2,20220106,114,2,3,6,999,637.04,0.0,5994,0.0,5994.0,3822.24
10044,10044-18,20220106,39,18,4,6,99,52.59,0.0,594,0.0,594.0,315.54
10044,10044-10,20220106,39,10,4,7,599,345.63,0.0,4193,0.0,4193.0,2419.41
10044,10044-12,20220106,39,12,4,3,79,50.76,0.2,237,47.4,189.6,152.28
10044,10044-4,20220106,39,4,4,1,799,439.18,0.1,799,79.9,719.1,439.18
10045,10045-17,20220106,45,17,2,1,45,21.42,0.0,45,0.0,45.0,21.42
10046,10046-13,20220106,41,13,5,2,12,7.3,0.0,24,0.0,24.0,14.6
10046,10046-19,20220106,41,19,5,5,199,101.09,0.0,995,0.0,995.0,505.45
10046,10046-5,20220106,41,5,5,3,499,219.06,0.0,1497,0.0,1497.0,657.18
10046,10046-6,20220106,41,6,5,4,1199,526.36,0.0,4796,0.0,4796.0,2105.44
10047,10047-4,20220106,131,4,3,6,799,439.18,0.0,4794,0.0,4794.0,2635.08
10047,10047-18,20220106,131,18,3,4,99,52.59,0.0,396,0.0,396.0,210.36
10048,10048-19,20220107,3,19,4,5,199,101.09,0.0,995,0.0,995.0,505.45
10048,10048-20,20220107,3,20,4,6,59,27.9,0.0,354,0.0,354.0,167.4
10049,10049-18,20220107,128,18,4,5,99,52.59,0.0,495,0.0,495.0,262.95
10050,10050-16,20220107,38,16,5,6,120,53.5,0.0,720,0.0,720.0,321.0
10051,10051-8,20220107,41,8,3,3,49,30.21,0.0,147,0.0,147.0,90.63
10051,10051-3,20220107,41,3,3,5,1099,640.72,0.15,5495,824.25,4670.75,3203.6
10052,10052-15,20220108,95,15,2,2,8,3.56,0.0,16,0.0,16.0,7.12
10052,10052-21,20220108,95,21,2,6,79,43.68,0.0,474,0.0,474.0,262.08
10053,10053-5,20220108,198,5,1,7,499,219.06,0.0,3493,0.0,3493.0,1533.42
10053,10053-15,20220108,198,15,1,4,8,3.56,0.0,32,0.0,32.0,14.24
10054,10054-16,20220108,44,16,1,6,120,53.5,0.0,720,0.0,720.0,321.0
10054,10054-10,20220108,44,10,1,7,599,345.63,0.0,4193,0.0,4193.0,2419.41
10054,10054-5,20220108,44,5,1,1,499,219.06,0.0,499,0.0,499.0,219.06
10054,10054-20,20220108,44,20,1,2,59,27.9,0.0,118,0.0,118.0,55.8
10055,10055-20,20220108,65,20,5,4,59,27.9,0.0,236,0.0,236.0,111.6
10055,10055-2,20220108,65,2,5,7,999,637.04,0.0,6993,0.0,6993.0,4459.28
10055,10055-18,20220108,65,18,5,7,99,52.59,0.0,693,0.0,693.0,368.13
10055,10055-12,20220108,65,12,5,3,79,50.76,0.0,237,0.0,237.0,152.28
10056,10056-8,20220108,100,8,1,4,49,30.21,0.0,196,0.0,196.0,120.84
10056,10056-16,20220108,100,16,1,7,120,53.5,0.0,840,0.0,840.0,374.5
10056,10056-14,20220108,100,14,1,4,35,15.86,0.0,140,0.0,140.0,63.44
10057,10057-17,20220108,17,17,1,3,45,21.42,0.05,135,6.75,128.25,64.26
10058,10058-13,20220108,195,13,2,5,12,7.3,0.05,60,3.0,57.0,36.5
10058,10058-7,20220108,195,7,2,5,29,12.02,0.0,145,0.0,145.0,60.1
10059,10059-21,20220108,77,21,1,5,79,43.68,0.2,395,79.0,316.0,218.4
10059,10059-13,20220108,77,13,1,5,12,7.3,0.0,60,0.0,60.0,36.5
10059,10059-7,20220108,77,7,1,6,29,12.02,0.0,174,0.0,174.0,72.12
10059,10059-20,20220108,77,20,1,1,59,27.9,0.0,59,0.0,59.0,27.9
10060,10060-14,20220108,35,14,2,2,35,15.86,0.1,70,7.0,63.0,31.72
10061,10061-19,20220109,56,19,1,7,199,101.09,0.0,1393,0.0,1393.0,707.63
10062,10062-4,20220109,153,4,5,4,799,439.18,0.0,3196,0.0,3196.0,1756.72
10062,10062-17,20220109,153,17,5,2,45,21.42,0.0,90,0.0,90.0,42.84
10062,10062-8,20220109,153,8,5,2,49,30.21,0.0,98,0.0,98.0,60.42
10062,10062-7,20220109,153,7,5,3,29,12.02,0.0,87,0.0,87.0,36.06
10063,10063-21,20220109,105,21,1,5,79,43.68,0.0,395,0.0,395.0,218.4
10063,10063-1,20220109,105,1,1,6,1299,641.23,0.05,7794,389.7,7404.3,3847.38
10063,10063-15,20220109,105,15,1,2,8,3.56,0.0,16,0.0,16.0,7.12
10064,10064-9,20220109,41,9,1,6,89,48.97,0.0,534,0.0,534.0,293.82
10065,10065-13,20220109,119,13,1,5,12,7.3,0.1,60,6.0,54.0,36.5
10066,10066-1,20220109,183,1,3,5,1299,641.23,0.0,6495,0.0,6495.0,3206.15
10067,10067-10,20220109,94,10,5,3,599,345.63,0.0,1797,0.0,1797.0,1036.89
10068,10068-18,20220109,186,18,3,2,99,52.59,0.0,198,0.0,198.0,105.18
10068,10068-12,20220109,186,12,3,4,79,50.76,0.0,316,0.0,316.0,203.04
10069,10069-3,20220110,21,3,1,5,1099,640.72,0.0,5495,0.0,5495.0,3203.6
10069,10069-16,20220110,21,16,1,3,120,53.5,0.0,360,0.0,360.0,160.5
10070,10070-2,20220110,130,2,1,4,999,637.04,0.0,3996,0.0,3996.0,2548.16
10071,10071-16,20220110,58,16,4,2,120,53.5,0.0,240,0.0,240.0,107.0
10071,10071-7,20220110,58,7,4,3,29,12.02,0.0,87,0.0,87.0,36.06
10072,10072-3,20220110,47,3,2,3,1099,640.72,0.2,3297,659.4,2637.6,1922.16
10073,10073-4,20220110,171,4,2,1,799,439.18,0.0,799,0.0,799.0,439.18
10073,10073-15,20220110,171,15,2,4,8,3.56,0.05,32,1.6,30.4,14.24
10073,10073-17,20220110,171,17,2,5,45,21.42,0.0,225,0.0,225.0,107.1
10074,10074-10,20220110,89,10,1,2,599,345.63,0.1,1198,119.8,1078.2,691.26
10075,10075-12,20220110,54,12,1,2,79,50.76,0.0,158,0.0,158.0,101.52
10075,10075-6,20220110,54,6,1,4,1199,526.36,0.0,4796,0.0,4796.0,2105.44
10076,10076-9,20220110,36,9,4,5,89,48.97,0.0,445,0.0,445.0,244.85
10076,10076-5,20220110,36,5,4,3,499,219.06,0.15,1497,224.55,1272.45,657.18
10077,10077-4,20220110,134,4,2,5,799,439.18,0.0,3995,0.0,3995.0,2195.9
10077,10077-10,20220110,134,10,2,4,599,345.63,0.2,2396,479.2,1916.8,1382.52
10077,10077-11,20220110,134,11,2,6,449,181.91,0.1,2694,269.4,2424.6,1091.46
10077,10077-14,20220110,134,14,2,2,35,15.86,0.0,70,0.0,70.0,31.72
10078,10078-19,20220110,101,19,1,6,199,101.09,0.0,1194,0.0,1194.0,606.54
10079,10079-19,20220111,126,19,1,1,199,101.09,0.0,199,0.0,199.0,101.09
10079,10079-8,20220111,126,8,1,6,49,30.21,0.0,294,0.0,294.0,181.26
10079,10079-9,20220111,126,9,1,1,89,48.97,0.0,89,0.0,89.0,48.97
10080,10080-15,20220111,76,15,2,2,8,3.56,0.0,16,0.0,16.0,7.12
10080,10080-7,20220111,76,7,2,6,29,12.02,0.0,174,0.0,174.0,72.12
10080,10080-9,20220111,76,9,2,7,89,48.97,0.05,623,31.15,591.85,342.79
10081,10081-2,20220111,27,2,3,1,999,637.04,0.0,999,0.0,999.0,637.04
10081,10081-16,20220111,27,16,3,1,120,53.5,0.0,120,0.0,120.0,53.5
10081,10081-19,20220111,27,19,3,1,199,101.09,0.0,199,0.0,199.0,101.09
10082,10082-16,20220111,124,16,3,6,120,53.5,0.0,720,0.0,720.0,321.0
10083,10083-12,20220111,17,12,5,7,79,50.76,0.0,553,0.0,553.0,355.32
10084,10084-14,20220112,33,14,4,6,35,15.86,0.0,210,0.0,210.0,95.16
10084,10084-21,20220112,33,21,4,4,79,43.68,0.15,316,47.4,268.6,174.72
10084,10084-12,20220112,33,12,4,7,79,50.76,0.0,553,0.0,553.0,355.32
10085,10085-6,20220112,141,6,1,1,1199,526.36,0.05,1199,59.95,1139.05,526.36
10085,10085-19,20220112,141,19,1,6,199,101.09,0.1,1194,119.4,1074.6,606.54
10086,10086-11,20220112,186,11,3,6,449,181.91,0.0,2694,0.0,2694.0,1091.46
10086,10086-10,20220112,186,10,3,6,599,345.63,0.0,3594,0.0,3594.0,2073.78
10086,10086-2,20220112,186,2,3,1,999,637.04,0.15,999,149.85,849.15,637.04
10086,10086-6,20220112,186,6,3,7,1199,526.36,0.1,8393,839.3,7553.7,3684.52
10087,10087-3,20220112,155,3,1,2,1099,640.72,0.0,2198,0.0,2198.0,1281.44
10087,10087-1,20220112,155,1,1,5,1299,641.23,0.0,6495,0.0,6495.0,3206.15
10088,10088-7,20220112,179,7,4,1,29,12.02,0.0,29,0.0,29.0,12.02
10088,10088-12,20220112,179,12,4,5,79,50.76,0.0,395,0.0,395.0,253.8
10088,10088-8,20220112,179,8,4,2,49,30.21,0.0,98,0.0,98.0,60.42
10089,10089-9,20220112,175,9,1,2,89,48.97,0.0,178,0.0,178.0,97.94
10089,10089-19,20220112,175,19,1,7,199,101.09,0.0,1393,0.0,1393.0,707.63
10090,10090-12,20220112,47,12,2,3,79,50.76,0.0,237,0.0,237.0,152.28
10090,10090-6,20220112,47,6,2,3,1199,526.36,0.0,3597,0.0,3597.0,1579.08
10091,10091-14,20220112,171,14,1,7,35,15.86,0.15,245,36.75,208.25,111.02
10092,10092-13,20220113,157,13,5,5,12,7.3,0.0,60,0.0,60.0,36.5
10092,10092-1,20220113,157,1,5,4,1299,641.23,0.0,5196,0.0,5196.0,2564.92
10092,10092-6,20220113,157,6,5,3,1199,526.36,0.15,3597,539.55,3057.45,1579.08
10092,10092-4,20220113,157,4,5,6,799,439.18,0.15,4794,719.1,4074.9,2635.08
10093,10093-8,20220113,48,8,5,5,49,30.21,0.15,245,36.75,208.25,151.05
10093,10093-6,20220113,48,6,5,7,1199,526.36,0.0,8393,0.0,8393.0,3684.52
10093,10093-16,20220113,48,16,5,2,120,53.5,0.0,240,0.0,240.0,107.0
10094,10094-18,20220113,29,18,2,4,99,52.59,0.0,396,0.0,396.0,210.36
10094,10094-11,20220113,29,11,2,2,449,181.91,0.0,898,0.0,898.0,363.82
10094,10094-7,20220113,29,7,2,6,29,12.02,0.0,174,0.0,174.0,72.12
10095,10095-21,20220113,99,21,1,1,79,43.68,0.15,79,11.85,67.15,43.68
10095,10095-17,20220113,99,17,1,4,45,21.42,0.1,180,18.0,162.0,85.68
10095,10095-7,20220113,99,7,1,3,29,12.02,0.0,87,0.0,87.0,36.06
10096,10096-18,20220113,2,18,1,3,99,52.59,0.0,297,0.0,297.0,157.77
10096,10096-13,20220113,2,13,1,2,12,7.3,0.0,24,0.0,24.0,14.6
10096,10096-15,20220113,2,15,1,5,8,3.56,0.1,40,4.0,36.0,17.8
10097,10097-10,20220113,136,10,4,6,599,345.63,0.1,3594,359.4,3234.6,2073.78
10097,10097-20,20220113,136,20,4,7,59,27.9,0.0,413,0.0,413.0,195.3
10097,10097-11,20220113,136,11,4,3,449,181.91,0.0,1347,0.0,1347.0,545.73
10097,10097-16,20220113,136,16,4,2,120,53.5,0.0,240,0.0,240.0,107.0
10098,10098-9,20220113,59,9,3,4,89,48.97,0.0,356,0.0,356.0,195.88
10099,10099-21,20220113,140,21,3,5,79,43.68,0.1,395,39.5,355.5,218.4
10100,10100-21,20220114,69,21,1,7,79,43.68,0.0,553,0.0,553.0,305.76
10101,10101-14,20220114,58,14,5,3,35,15.86,0.0,105,0.0,105.0,47.58
10101,10101-12,20220114,58,12,5,7,79,50.76,0.0,553,0.0,553.0,355.32
10102,10102-2,20220114,70,2,2,7,999,637.04,0.0,6993,0.0,6993.0,4459.28
10102,10102-14,20220114,70,14,2,4,35,15.86,0.0,140,0.0,140.0,63.44
10103,10103-18,20220114,118,18,1,1,99,52.59,0.0,99,0.0,99.0,52.59
10104,10104-17,20220114,190,17,3,3,45,21.42,0.0,135,0.0,135.0,64.26
10104,10104-9,20220114,190,9,3,5,89,48.97,0.0,445,0.0,445.0,244.85
10104,10104-3,20220114,190,3,3,7,1099,640.72,0.0,7693,0.0,7693.0,4485.04
10105,10105-17,20220114,114,17,1,7,45,21.42,0.1,315,31.5,283.5,149.94
10106,10106-19,20220114,128,19,5,6,199,101.09,0.0,1194,0.0,1194.0,606.54
10106,10106-21,20220114,128,21,5,3,79,43.68,0.1,237,23.7,213.3,131.04
10106,10106-3,20220114,128,3,5,7,1099,640.72,0.0,7693,0.0,7693.0,4485.04
10106,10106-2,20220114,128,2,5,3,999,637.04,0.05,2997,149.85,2847.15,1911.12
10107,10107-5,20220114,144,5,4,7,499,219.06,0.0,3493,0.0,3493.0,1533.42
10107,10107-15,20220114,144,15,4,2,8,3.56,0.0,16,0.0,16.0,7.12
10107,10107-10,20220114,144,10,4,7,599,345.63,0.1,4193,419.3,3773.7,2419.41
10108,10108-20,20220115,1,20,3,2,59,27.9,0.0,118,0.0,118.0,55.8
10109,10109-4,20220115,23,4,4,4,799,439.18,0.0,3196,0.0,3196.0,1756.72
10109,10109-18,20220115,23,18,4,2,99,52.59,0.0,198,0.0,198.0,105.18
10110,10110-7,20220115,22,7,4,1,29,12.02,0.05,29,1.45,27.55,12.02
10111,10111-2,20220115,177,2,4,3,999,637.04,0.2,2997,599.4,2397.6,1911.12
10112,10112-5,20220115,5,5,5,3,499,219.06,0.0,1497,0.0,1497.0,657.18
10112,10112-13,20220115,5,13,5,7,12,7.3,0.0,84,0.0,84.0,51.1
10112,10112-3,20220115,5,3,5,1,1099,640.72,0.1,1099,109.9,989.1,640.72
10113,10113-13,20220115,1,13,5,3,12,7.3,0.0,36,0.0,36.0,21.9
10114,10114-12,20220115,6,12,2,6,79,50.76,0.0,474,0.0,474.0,304.56
10115,10115-4,20220116,39,4,2,7,799,439.18,0.0,5593,0.0,5593.0,3074.26
10115,10115-9,20220116,39,9,2,7,89,48.97,0.0,623,0.0,623.0,342.79
10115,10115-18,20220116,39,18,2,6,99,52.59,0.0,594,0.0,594.0,315.54
10115,10115-8,20220116,39,8,2,4,49,30.21,0.0,196,0.0,196.0,120.84
10116,10116-17,20220116,138,17,1,5,45,21.42,0.2,225,45.0,180.0,107.1
10116,10116-7,20220116,138,7,1,5,29,12.02,0.0,145,0.0,145.0,60.1
10117,10117-1,20220116,55,1,1,3,1299,641.23,0.0,3897,0.0,3897.0,1923.69
10118,10118-16,20220116,148,16,3,7,120,53.5,0.15,840,126.0,714.0,374.5
10118,10118-6,20220116,148,6,3,4,1199,526.36,0.0,4796,0.0,4796.0,2105.44
10118,10118-8,20220116,148,8,3,5,49,30.21,0.0,245,0.0,245.0,151.05
10118,10118-18,20220116,148,18,3,5,99,52.59,0.0,495,0.0,495.0,262.95
10119,10119-1,20220116,102,1,1,1,1299,641.23,0.0,1299,0.0,1299.0,641.23
10120,10120-5,20220116,2,5,2,6,499,219.06,0.0,2994,0.0,2994.0,1314.36
10121,10121-7,20220116,103,7,5,1,29,12.02,0.0,29,0.0,29.0,12.02
10122,10122-20,20220117,121,20,1,7,59,27.9,0.0,413,0.0,413.0,195.3
10123,10123-16,20220117,47,16,1,4,120,53.5,0.0,480,0.0,480.0,214.0
10123,10123-10,20220117,47,10,1,2,599,345.63,0.0,1198,0.0,1198.0,691.26
10124,10124-16,20220117,177,16,1,1,120,53.5,0.1,120,12.0,108.0,53.5
10125,10125-18,20220117,115,18,3,5,99,52.59,0.0,495,0.0,495.0,262.95
10125,10125-20,20220117,115,20,3,5,59,27.9,0.0,295,0.0,295.0,139.5
10125,10125-10,20220117,115,10,3,2,599,345.63,0.0,1198,0.0,1198.0,691.26
10125,10125-13,20220117,115,13,3,5,12,7.3,0.0,60,0.0,60.0,36.5
10126,10126-15,20220117,174,15,1,3,8,3.56,0.0,24,0.0,24.0,10.68
10126,10126-8,20220117,174,8,1,2,49,30.21,0.0,98,0.0,98.0,60.42
10127,10127-11,20220117,43,11,1,6,449,181.91,0.0,2694,0.0,2694.0,1091.46
10127,10127-7,20220117,43,7,1,6,29,12.02,0.0,174,0.0,174.0,72.12
10128,10128-2,20220117,120,2,2,7,999,637.04,0.0,6993,0.0,6993.0,4459.28
10128,10128-20,20220117,120,20,2,2,59,27.9,0.0,118,0.0,118.0,55.8
10128,10128-16,20220117,120,16,2,1,120,53.5,0.15,120,18.0,102.0,53.5
10129,10129-6,20220117,152,6,1,6,1199,526.36,0.0,7194,0.0,7194.0,3158.16
10129,10129-8,20220117,152,8,1,5,49,30.21,0.0,245,0.0,245.0,151.05
10130,10130-1,20220117,137,1,3,7,1299,641.23,0.0,9093,0.0,9093.0,4488.61
10131,10131-21,20220117,171,21,2,5,79,43.68,0.0,395,0.0,395.0,218.4
10132,10132-16,20220118,18,16,5,1,120,53.5,0.0,120,0.0,120.0,53.5
10132,10132-20,20220118,18,20,5,1,59,27.9,0.1,59,5.9,53.1,27.9
10133,10133-13,20220118,43,13,1,6,12,7.3,0.0,72,0.0,72.0,43.8
10134,10134-9,20220118,32,9,3,6,89,48.97,0.0,534,0.0,534.0,293.82
10134,10134-7,20220118,32,7,3,3,29,12.02,0.0,87,0.0,87.0,36.06
10134,10134-5,20220118,32,5,3,2,499,219.06,0.0,998,0.0,998.0,438.12
10135,10135-7,20220118,178,7,3,1,29,12.02,0.2,29,5.8,23.2,12.02
10135,10135-4,20220118,178,4,3,3,799,439.18,0.0,2397,0.0,2397.0,1317.54
10136,10136-4,20220118,3,4,5,3,799,439.18,0.0,2397,0.0,2397.0,1317.54
10137,10137-2,20220118,74,2,1,6,999,637.04,0.0,5994,0.0,5994.0,3822.24
10138,10138-16,20220119,109,16,1,5,120,53.5,0.15,600,90.0,510.0,267.5
10139,10139-1,20220119,80,1,5,1,1299,641.23,0.0,1299,0.0,1299.0,641.23
10139,10139-9,20220119,80,9,5,7,89,48.97,0.0,623,0.0,623.0,342.79
10140,10140-7,20220119,112,7,2,7,29,12.02,0.0,203,0.0,203.0,84.14
10141,10141-21,20220119,82,21,4,4,79,43.68,0.0,316,0.0,316.0,174.72
10141,10141-6,20220119,82,6,4,3,1199,526.36,0.0,3597,0.0,3597.0,1579.08
10142,10142-16,20220119,9,16,3,4,120,53.5,0.0,480,0.0,480.0,214.0
10143,10143-15,20220119,196,15,5,3,8,3.56,0.0,24,0.0,24.0,10.68
10143,10143-13,20220119,196,13,5,7,12,7.3,0.0,84,0.0,84.0,51.1
10144,10144-17,20220120,84,17,4,6,45,21.42,0.0,270,0.0,270.0,128.52
10145,10145-18,20220120,195,18,1,4,99,52.59,0.1,396,39.6,356.4,210.36
10145,10145-17,20220120,195,17,1,1,45,21.42,0.0,45,0.0,45.0,21.42
10145,10145-2,20220120,195,2,1,7,999,637.04,0.0,6993,0.0,6993.0,4459.28
10145,10145-15,20220120,195,15,1,6,8,3.56,0.0,48,0.0,48.0,21.36
10146,10146-19,20220120,149,19,1,2,199,101.09,0.05,398,19.9,378.1,202.18
10146,10146-15,20220120,149,15,1,7,8,3.56,0.0,56,0.0,56.0,24.92
10146,10146-13,20220120,149,13,1,3,12,7.3,0.0,36,0.0,36.0,21.9
10146,10146-8,20220120,149,8,1,6,49,30.21,0.0,294,0.0,294.0,181.26
10147,10147-11,20220120,128,11,1,2,449,181.91,0.0,898,0.0,898.0,363.82
10147,10147-21,20220120,128,21,1,7,79,43.68,0.2,553,110.6,442.4,305.76
10148,10148-21,20220120,114,21,1,5,79,43.68,0.0,395,0.0,395.0,218.4
10149,10149-4,20220120,49,4,1,6,799,439.18,0.1,4794,479.4,4314.6,2635.08
10149,10149-16,20220120,49,16,1,1,120,53.5,0.0,120,0.0,120.0,53.5
10150,10150-8,20220120,68,8,5,3,49,30.21,0.1,147,14.7,132.3,90.63
10151,10151-7,20220120,106,7,1,6,29,12.02,0.0,174,0.0,174.0,72.12
10151,10151-1,20220120,106,1,1,5,1299,641.23,0.2,6495,1299.0,5196.0,3206.15
10152,10152-8,20220120,168,8,2,6,49,30.21,0.15,294,44.1,249.9,181.26
10152,10152-1,20220120,168,1,2,5,1299,641.23,0.0,6495,0.0,6495.0,3206.15
10153,10153-3,20220121,87,3,4,2,1099,640.72,0.0,2198,0.0,2198.0,1281.44
10153,10153-16,20220121,87,16,4,2,120,53.5,0.1,240,24.0,216.0,107.0
10153,10153-17,20220121,87,17,4,2,45,21.42,0.1,90,9.0,81.0,42.84
